transaction_id;transaction_date;item_id;quantity;purchased_from;sold_to;transaction_type
DQ-03757;03 August 2021;OD0008;23;;RS DQLab;sell
DQ-03758;03 August 2021;OA0005;48;;RS DQLab;sell
DQ-03759;03 August 2021;OA0005;68;;RS DQLab;sell
DQ-03760;03 August 2021;OD0007;15;;RS DQLab;sell
DQ-03761;03 August 2021;OH0001;30;;RS DQLab;sell
DQ-03762;03 August 2021;OB0007;50;;RS DQLab;sell
DQ-03763;03 August 2021;OB0004;38;;RS DQLab;sell
DQ-03764;03 August 2021;OB0004;476;;RS DQLab;sell
DQ-03765;04 August 2021;OB0002;41;;RS DQLab;sell
DQ-03766;04 August 2021;OA0005;52;;RS DQLab;sell
DQ-03767;04 August 2021;OT0001;16;;RS DQLab;sell
DQ-03768;04 August 2021;OH0003;10;;RS DQLab;sell
DQ-03769;04 August 2021;OA0006;34;;RS DQLab;sell
DQ-03770;04 August 2021;OD0007;17;;RS DQLab;sell
DQ-03771;04 August 2021;OB0001;1;;RS DQLab;sell
DQ-03772;05 August 2021;OA0005;31;;RS DQLab;sell
DQ-03773;05 August 2021;OT0001;36;;RS DQLab;sell
DQ-03774;05 August 2021;OT0001;2;;RS DQLab;sell
DQ-03775;05 August 2021;OD0007;8;;RS DQLab;sell
DQ-03776;05 August 2021;OD0007;24;;RS DQLab;sell
DQ-03777;05 August 2021;OD0011;70;;RS DQLab;sell
DQ-03778;05 August 2021;OD0005;7;;RS DQLab;sell
DQ-03779;06 August 2021;OB0002;9;;RS DQLab;sell
DQ-03780;06 August 2021;OB0002;65;;RS DQLab;sell
DQ-03781;06 August 2021;OH0005;38;;RS DQLab;sell
DQ-03782;06 August 2021;OH0003;8;;RS DQLab;sell
DQ-03783;06 August 2021;OH0003;51;;RS DQLab;sell
DQ-03784;06 August 2021;OK0002;48;;RS DQLab;sell
DQ-03785;06 August 2021;OA0004;54;;RS DQLab;sell
DQ-03786;07 August 2021;OD0008;16;;RS DQLab;sell
DQ-03787;07 August 2021;OA0005;68;;RS DQLab;sell
DQ-03788;07 August 2021;OD0009;29;;RS DQLab;sell
DQ-03789;07 August 2021;OB0006;2;;RS DQLab;sell
DQ-03790;07 August 2021;OD0011;29;;RS DQLab;sell
DQ-03791;07 August 2021;OA0004;9;;RS DQLab;sell
DQ-03792;07 August 2021;OB0007;47;;RS DQLab;sell
DQ-03793;07 August 2021;OA0001;8;;RS DQLab;sell
DQ-03794;07 August 2021;OD0005;77;;RS DQLab;sell
DQ-03795;07 August 2021;OH0002;21;;RS DQLab;sell
DQ-03796;08 August 2021;OD0008;79;;RS DQLab;sell
DQ-03797;08 August 2021;OA0005;75;;RS DQLab;sell
DQ-03798;08 August 2021;OA0005;42;;RS DQLab;sell
DQ-03799;08 August 2021;OD0009;11;;RS DQLab;sell
DQ-03800;08 August 2021;OD0005;37;;RS DQLab;sell
DQ-03801;09 August 2021;OH0003;18;;RS DQLab;sell
DQ-03802;09 August 2021;OB0004;14;;RS DQLab;sell
DQ-03803;10 August 2021;OB0002;21;;RS DQLab;sell
DQ-03804;10 August 2021;OD0009;11;;RS DQLab;sell
DQ-03805;10 August 2021;OD0009;51;;RS DQLab;sell
DQ-03806;10 August 2021;OD0009;1;;RS DQLab;sell
DQ-03807;10 August 2021;OA0006;213;;RS DQLab;sell
DQ-03808;10 August 2021;OA0006;48;;RS DQLab;sell
DQ-03809;10 August 2021;OD0007;49;;RS DQLab;sell
DQ-03810;10 August 2021;OK0002;2;;RS DQLab;sell
DQ-03811;10 August 2021;OH0001;52;;RS DQLab;sell
DQ-03812;10 August 2021;OH0001;57;;RS DQLab;sell
DQ-03813;10 August 2021;OH0004;84;;RS DQLab;sell
DQ-03814;11 August 2021;OD0008;42;;RS DQLab;sell
DQ-03815;11 August 2021;OD0008;59;;RS DQLab;sell
DQ-03816;11 August 2021;OD0008;31;;RS DQLab;sell
DQ-03817;11 August 2021;OD0009;48;;RS DQLab;sell
DQ-03818;11 August 2021;OD0009;47;;RS DQLab;sell
DQ-03819;11 August 2021;OH0001;30;;RS DQLab;sell
DQ-03820;11 August 2021;OB0004;688;;RS DQLab;sell
DQ-03821;11 August 2021;OB0001;16;;RS DQLab;sell
DQ-03822;11 August 2021;OD0005;121;;RS DQLab;sell
DQ-03823;12 August 2021;OD0008;66;;RS DQLab;sell
DQ-03824;12 August 2021;OD0009;47;;RS DQLab;sell
DQ-03825;12 August 2021;OH0003;50;;RS DQLab;sell
DQ-03826;12 August 2021;OD0001;142;;RS DQLab;sell
DQ-03827;12 August 2021;OA0004;19;;RS DQLab;sell
DQ-03828;12 August 2021;OB0001;69;;RS DQLab;sell
DQ-03829;13 August 2021;OD0008;59;;RS DQLab;sell
DQ-03830;13 August 2021;OA0005;40;;RS DQLab;sell
DQ-03831;13 August 2021;OD0009;34;;RS DQLab;sell
DQ-03832;13 August 2021;OB0001;8;;RS DQLab;sell
DQ-03833;14 August 2021;OB0002;76;;RS DQLab;sell
DQ-03834;14 August 2021;OH0005;26;;RS DQLab;sell
DQ-03835;14 August 2021;OD0009;22;;RS DQLab;sell
DQ-03836;14 August 2021;OH0003;46;;RS DQLab;sell
DQ-03837;14 August 2021;OA0006;41;;RS DQLab;sell
DQ-03838;14 August 2021;OA0004;14;;RS DQLab;sell
DQ-03839;15 August 2021;OB0002;43;;RS DQLab;sell
DQ-03840;15 August 2021;OB0002;86;;RS DQLab;sell
DQ-03841;15 August 2021;OA0005;43;;RS DQLab;sell
DQ-03842;15 August 2021;OA0005;41;;RS DQLab;sell
DQ-03843;15 August 2021;OH0005;32;;RS DQLab;sell
DQ-03844;15 August 2021;OD0007;215;;RS DQLab;sell
DQ-03845;15 August 2021;OD0011;103;;RS DQLab;sell
DQ-03846;15 August 2021;OA0003;50;;RS DQLab;sell
DQ-03847;15 August 2021;OB0004;8;;RS DQLab;sell
DQ-03848;15 August 2021;OH0004;35;;RS DQLab;sell
DQ-03849;15 August 2021;OH0006;100;;RS DQLab;sell
DQ-03850;16 August 2021;OB0002;11;;RS DQLab;sell
DQ-03851;16 August 2021;OB0002;32;;RS DQLab;sell
DQ-03852;16 August 2021;OA0005;17;;RS DQLab;sell
DQ-03853;16 August 2021;OH0005;20;;RS DQLab;sell
DQ-03854;16 August 2021;OT0001;1;;RS DQLab;sell
DQ-03855;16 August 2021;OA0001;3;;RS DQLab;sell
DQ-03856;16 August 2021;OH0002;22;;RS DQLab;sell
DQ-03857;17 August 2021;OH0005;27;;RS DQLab;sell
DQ-03858;17 August 2021;OD0001;41;;RS DQLab;sell
DQ-03859;17 August 2021;OH0001;63;;RS DQLab;sell
DQ-03860;17 August 2021;OH0002;29;;RS DQLab;sell
DQ-03861;17 August 2021;OD0010;215;;RS DQLab;sell
DQ-03862;18 August 2021;OD0008;46;;RS DQLab;sell
DQ-03863;18 August 2021;OH0005;32;;RS DQLab;sell
DQ-03864;18 August 2021;OA0006;2;;RS DQLab;sell
DQ-03865;18 August 2021;OD0007;22;;RS DQLab;sell
DQ-03866;18 August 2021;OD0001;7;;RS DQLab;sell
DQ-03867;18 August 2021;OH0004;226;;RS DQLab;sell
DQ-03868;18 August 2021;OD0006;2;;RS DQLab;sell
DQ-03869;19 August 2021;OT0001;39;;RS DQLab;sell
DQ-03870;19 August 2021;OT0001;50;;RS DQLab;sell
DQ-03871;19 August 2021;OA0006;74;;RS DQLab;sell
DQ-03872;19 August 2021;OD0007;4;;RS DQLab;sell
DQ-03873;19 August 2021;OA0003;10;;RS DQLab;sell
DQ-03874;19 August 2021;OB0004;1;;RS DQLab;sell
DQ-03875;20 August 2021;OB0002;19;;RS DQLab;sell
DQ-03876;20 August 2021;OB0002;87;;RS DQLab;sell
DQ-03877;20 August 2021;OB0002;21;;RS DQLab;sell
DQ-03878;20 August 2021;OB0002;31;;RS DQLab;sell
DQ-03879;20 August 2021;OA0005;16;;RS DQLab;sell
DQ-03880;20 August 2021;OD0009;6;;RS DQLab;sell
DQ-03881;20 August 2021;OH0003;25;;RS DQLab;sell
DQ-03882;20 August 2021;OD0001;91;;RS DQLab;sell
DQ-03883;20 August 2021;OD0006;89;;RS DQLab;sell
DQ-03884;21 August 2021;OB0002;10;;RS DQLab;sell
DQ-03885;21 August 2021;OD0008;42;;RS DQLab;sell
DQ-03886;21 August 2021;OD0008;15;;RS DQLab;sell
DQ-03887;21 August 2021;OT0001;47;;RS DQLab;sell
DQ-03888;21 August 2021;OD0001;31;;RS DQLab;sell
DQ-03889;21 August 2021;OB0007;75;;RS DQLab;sell
DQ-03890;21 August 2021;OH0004;10;;RS DQLab;sell
DQ-03891;21 August 2021;OD0006;11;;RS DQLab;sell
DQ-03892;21 August 2021;OH0006;45;;RS DQLab;sell
DQ-03893;22 August 2021;OB0002;18;;RS DQLab;sell
DQ-03894;22 August 2021;OA0005;49;;RS DQLab;sell
DQ-03895;22 August 2021;OA0005;40;;RS DQLab;sell
DQ-03896;22 August 2021;OA0005;69;;RS DQLab;sell
DQ-03897;22 August 2021;OT0001;25;;RS DQLab;sell
DQ-03898;22 August 2021;OB0006;6;;RS DQLab;sell
DQ-03899;22 August 2021;OB0007;35;;RS DQLab;sell
DQ-03900;22 August 2021;OB0007;1;;RS DQLab;sell
DQ-03901;22 August 2021;OA0003;85;;RS DQLab;sell
DQ-03902;22 August 2021;OD0006;42;;RS DQLab;sell
DQ-03903;22 August 2021;OH0002;84;;RS DQLab;sell
DQ-03904;23 August 2021;OD0008;49;;RS DQLab;sell
DQ-03905;23 August 2021;OH0005;4;;RS DQLab;sell
DQ-03906;23 August 2021;OD0011;61;;RS DQLab;sell
DQ-03907;23 August 2021;OA0003;6;;RS DQLab;sell
DQ-03908;23 August 2021;OH0004;1;;RS DQLab;sell
DQ-03909;24 August 2021;OB0002;19;;RS DQLab;sell
DQ-03910;24 August 2021;OB0002;39;;RS DQLab;sell
DQ-03911;25 August 2021;OB0002;67;;RS DQLab;sell
DQ-03912;25 August 2021;OD0008;71;;RS DQLab;sell
DQ-03913;25 August 2021;OH0005;1;;RS DQLab;sell
DQ-03914;25 August 2021;OA0006;23;;RS DQLab;sell
DQ-03915;25 August 2021;OA0006;30;;RS DQLab;sell
DQ-03916;25 August 2021;OA0006;405;;RS DQLab;sell
DQ-03917;25 August 2021;OD0011;3;;RS DQLab;sell
DQ-03918;25 August 2021;OB0007;5;;RS DQLab;sell
DQ-03919;25 August 2021;OD0006;5;;RS DQLab;sell
DQ-03920;25 August 2021;OA0001;2;;RS DQLab;sell
DQ-03921;26 August 2021;OB0002;25;;RS DQLab;sell
DQ-03922;26 August 2021;OB0002;94;;RS DQLab;sell
DQ-03923;26 August 2021;OD0007;3;;RS DQLab;sell
DQ-03924;26 August 2021;OD0007;86;;RS DQLab;sell
DQ-03925;26 August 2021;OB0006;33;;RS DQLab;sell
DQ-03926;27 August 2021;OD0008;47;;RS DQLab;sell
DQ-03927;27 August 2021;OD0009;42;;RS DQLab;sell
DQ-03928;27 August 2021;OA0006;25;;RS DQLab;sell
DQ-03929;27 August 2021;OK0002;24;;RS DQLab;sell
DQ-03930;28 August 2021;OD0008;2;;RS DQLab;sell
DQ-03931;28 August 2021;OD0008;19;;RS DQLab;sell
DQ-03932;28 August 2021;OA0005;53;;RS DQLab;sell
DQ-03933;28 August 2021;OA0005;5;;RS DQLab;sell
DQ-03934;28 August 2021;OT0001;14;;RS DQLab;sell
DQ-03935;28 August 2021;OA0006;92;;RS DQLab;sell
DQ-03936;29 August 2021;OD0004;18;;RS DQLab;sell
DQ-03937;29 August 2021;OA0006;4;;RS DQLab;sell
DQ-03938;29 August 2021;OH0001;6;;RS DQLab;sell
DQ-03939;29 August 2021;OH0004;15;;RS DQLab;sell
DQ-03940;30 August 2021;OH0005;15;;RS DQLab;sell
DQ-03941;30 August 2021;OD0009;18;;RS DQLab;sell
DQ-03942;30 August 2021;OD0007;0;;RS DQLab;sell
DQ-03943;30 August 2021;OB0006;598;;RS DQLab;sell
DQ-03944;30 August 2021;OD0011;3;;RS DQLab;sell
DQ-03945;30 August 2021;OH0001;42;;RS DQLab;sell
DQ-03946;30 August 2021;OB0007;15;;RS DQLab;sell
DQ-03947;30 August 2021;OH0006;14;;RS DQLab;sell
DQ-03948;31 August 2021;OA0005;83;;RS DQLab;sell
DQ-03949;31 August 2021;OH0005;14;;RS DQLab;sell
DQ-03950;31 August 2021;OD0009;32;;RS DQLab;sell
DQ-03951;31 August 2021;OH0003;9;;RS DQLab;sell
DQ-03952;31 August 2021;OD0011;95;;RS DQLab;sell
DQ-03953;31 August 2021;OH0001;15;;RS DQLab;sell
DQ-03954;31 August 2021;OB0004;33;;RS DQLab;sell
DQ-03955;01 September 2021;OB0002;21;;RS DQLab;sell
DQ-03956;01 September 2021;OH0005;9;;RS DQLab;sell
DQ-03957;01 September 2021;OK0002;65;;RS DQLab;sell
DQ-03958;01 September 2021;OK0002;45;;RS DQLab;sell
DQ-03959;01 September 2021;OD0010;96;;RS DQLab;sell
DQ-03960;01 September 2021;OB0006;2000;DQLab-04;;buy
DQ-03961;01 September 2021;OD0007;2000;DQLab-006;;buy
DQ-03962;01 September 2021;OH0002;1000;DQLab-16;;buy
DQ-03963;01 September 2021;OH0003;1000;DQLab4;;buy
DQ-03964;01 September 2021;OK0001;200;DQLab-07;;buy
DQ-03965;01 September 2021;OK0002;2000;DQLab-012;;buy
DQ-03966;02 September 2021;OD0008;51;;RS DQLab;sell
DQ-03967;02 September 2021;OT0001;9;;RS DQLab;sell
DQ-03968;02 September 2021;OH0003;49;;RS DQLab;sell
DQ-03969;02 September 2021;OD0011;478;;RS DQLab;sell
DQ-03970;02 September 2021;OK0002;51;;RS DQLab;sell
DQ-03971;02 September 2021;OB0004;9;;RS DQLab;sell
DQ-03972;02 September 2021;OA0001;9;;RS DQLab;sell
DQ-03973;03 September 2021;OA0006;32;;RS DQLab;sell
DQ-03974;03 September 2021;OB0007;65;;RS DQLab;sell
DQ-03975;03 September 2021;OH0004;83;;RS DQLab;sell
DQ-03976;04 September 2021;OB0002;37;;RS DQLab;sell
DQ-03977;04 September 2021;OB0002;73;;RS DQLab;sell
DQ-03978;04 September 2021;OD0008;15;;RS DQLab;sell
DQ-03979;04 September 2021;OD0008;74;;RS DQLab;sell
DQ-03980;04 September 2021;OA0005;57;;RS DQLab;sell
DQ-03981;04 September 2021;OD0007;107;;RS DQLab;sell
DQ-03982;04 September 2021;OA0004;20;;RS DQLab;sell
DQ-03983;05 September 2021;OB0002;61;;RS DQLab;sell
DQ-03984;05 September 2021;OD0008;63;;RS DQLab;sell
DQ-03985;05 September 2021;OH0005;21;;RS DQLab;sell
DQ-03986;05 September 2021;OH0003;9;;RS DQLab;sell
DQ-03987;05 September 2021;OD0011;61;;RS DQLab;sell
DQ-03988;06 September 2021;OB0002;17;;RS DQLab;sell
DQ-03989;06 September 2021;OD0008;3;;RS DQLab;sell
DQ-03990;06 September 2021;OH0005;2;;RS DQLab;sell
DQ-03991;06 September 2021;OT0001;38;;RS DQLab;sell
DQ-03992;06 September 2021;OK0002;2;;RS DQLab;sell
DQ-03993;06 September 2021;OB0001;169;;RS DQLab;sell
DQ-03994;07 September 2021;OD0008;2;;RS DQLab;sell
DQ-03995;07 September 2021;OD0008;44;;RS DQLab;sell
DQ-03996;07 September 2021;OT0001;48;;RS DQLab;sell
DQ-03997;07 September 2021;OB0006;119;;RS DQLab;sell
DQ-03998;07 September 2021;OA0004;27;;RS DQLab;sell
DQ-03999;07 September 2021;OD0010;21;;RS DQLab;sell
DQ-04000;08 September 2021;OD0008;58;;RS DQLab;sell
DQ-04001;08 September 2021;OD0007;10;;RS DQLab;sell
DQ-04002;08 September 2021;OD0007;13;;RS DQLab;sell
DQ-04003;08 September 2021;OD0007;28;;RS DQLab;sell
DQ-04004;08 September 2021;OD0001;6;;RS DQLab;sell
DQ-04005;08 September 2021;OB0007;68;;RS DQLab;sell
DQ-04006;09 September 2021;OD0008;3;;RS DQLab;sell
DQ-04007;09 September 2021;OD0008;45;;RS DQLab;sell
DQ-04008;09 September 2021;OA0005;45;;RS DQLab;sell
DQ-04009;09 September 2021;OB0006;1;;RS DQLab;sell
DQ-04010;09 September 2021;OB0001;5;;RS DQLab;sell
DQ-04011;10 September 2021;OD0008;81;;RS DQLab;sell
DQ-04012;10 September 2021;OA0005;51;;RS DQLab;sell
DQ-04013;10 September 2021;OH0003;40;;RS DQLab;sell
DQ-04014;10 September 2021;OH0004;14;;RS DQLab;sell
DQ-04015;10 September 2021;OB0001;26;;RS DQLab;sell
DQ-04016;11 September 2021;OB0002;73;;RS DQLab;sell
DQ-04017;11 September 2021;OD0008;49;;RS DQLab;sell
DQ-04018;11 September 2021;OD0008;53;;RS DQLab;sell
DQ-04019;11 September 2021;OA0005;2;;RS DQLab;sell
DQ-04020;11 September 2021;OD0007;2;;RS DQLab;sell
DQ-04021;11 September 2021;OD0011;8;;RS DQLab;sell
DQ-04022;11 September 2021;OH0001;95;;RS DQLab;sell
DQ-04023;11 September 2021;OB0001;11;;RS DQLab;sell
DQ-04024;11 September 2021;OH0002;53;;RS DQLab;sell
DQ-04025;12 September 2021;OB0002;22;;RS DQLab;sell
DQ-04026;12 September 2021;OA0005;39;;RS DQLab;sell
DQ-04027;12 September 2021;OH0005;51;;RS DQLab;sell
DQ-04028;12 September 2021;OH0005;1;;RS DQLab;sell
DQ-04029;12 September 2021;OD0007;20;;RS DQLab;sell
DQ-04030;12 September 2021;OD0007;124;;RS DQLab;sell
DQ-04031;12 September 2021;OD0011;27;;RS DQLab;sell
DQ-04032;12 September 2021;OH0001;177;;RS DQLab;sell
DQ-04033;12 September 2021;OA0004;24;;RS DQLab;sell
DQ-04034;13 September 2021;OD0008;16;;RS DQLab;sell
DQ-04035;13 September 2021;OA0005;23;;RS DQLab;sell
DQ-04036;13 September 2021;OA0005;11;;RS DQLab;sell
DQ-04037;13 September 2021;OA0005;60;;RS DQLab;sell
DQ-04038;13 September 2021;OH0005;13;;RS DQLab;sell
DQ-04039;13 September 2021;OH0005;33;;RS DQLab;sell
DQ-04040;14 September 2021;OB0002;2;;RS DQLab;sell
DQ-04041;14 September 2021;OD0008;19;;RS DQLab;sell
DQ-04042;14 September 2021;OA0005;6;;RS DQLab;sell
DQ-04043;14 September 2021;OA0005;28;;RS DQLab;sell
DQ-04044;14 September 2021;OH0005;46;;RS DQLab;sell
DQ-04045;14 September 2021;OH0005;52;;RS DQLab;sell
DQ-04046;14 September 2021;OT0001;44;;RS DQLab;sell
DQ-04047;14 September 2021;OD0007;103;;RS DQLab;sell
DQ-04048;14 September 2021;OD0007;82;;RS DQLab;sell
DQ-04049;14 September 2021;OB0001;336;;RS DQLab;sell
DQ-04050;14 September 2021;OD0010;1;;RS DQLab;sell
DQ-04051;15 September 2021;OH0005;11;;RS DQLab;sell
DQ-04052;15 September 2021;OT0001;24;;RS DQLab;sell
DQ-04053;15 September 2021;OA0006;5;;RS DQLab;sell
DQ-04054;15 September 2021;OD0001;25;;RS DQLab;sell
DQ-04055;16 September 2021;OB0002;30;;RS DQLab;sell
DQ-04056;16 September 2021;OA0005;63;;RS DQLab;sell
DQ-04057;16 September 2021;OT01;32;;RS DQLab;sell
DQ-04058;16 September 2021;OT0001;41;;RS DQLab;sell
DQ-04059;16 September 2021;OD0011;6;;RS DQLab;sell
DQ-04060;16 September 2021;OK0002;29;;RS DQLab;sell
DQ-04061;16 September 2021;OK0002;2;;RS DQLab;sell
DQ-04062;17 September 2021;OB0002;31;;RS DQLab;sell
DQ-04063;17 September 2021;OD0008;67;;RS DQLab;sell
DQ-04064;17 September 2021;OA0005;31;;RS DQLab;sell
DQ-04065;17 September 2021;OD0009;15;;RS DQLab;sell
DQ-04066;17 September 2021;OD0009;30;;RS DQLab;sell
DQ-04067;17 September 2021;OB0006;2;;RS DQLab;sell
DQ-04068;17 September 2021;OH0001;534;;RS DQLab;sell
DQ-04069;17 September 2021;OB0007;48;;RS DQLab;sell
DQ-04070;18 September 2021;OD0008;82;;RS DQLab;sell
DQ-04071;18 September 2021;OD0008;2;;RS DQLab;sell
DQ-04072;18 September 2021;OA0005;10;;RS DQLab;sell
DQ-04073;18 September 2021;OH0005;22;;RS DQLab;sell
DQ-04074;18 September 2021;OH0001;48;;RS DQLab;sell
DQ-04075;18 September 2021;OB0007;29;;RS DQLab;sell
DQ-04076;19 September 2021;OD0008;70;;RS DQLab;sell
DQ-04077;19 September 2021;OA0005;21;;RS DQLab;sell
DQ-04078;19 September 2021;OH0003;1;;RS DQLab;sell
DQ-04079;19 September 2021;OH0003;37;;RS DQLab;sell
DQ-04080;19 September 2021;OK0002;6;;RS DQLab;sell
DQ-04081;19 September 2021;OB0007;15;;RS DQLab;sell
DQ-04082;19 September 2021;OA0003;3;;RS DQLab;sell
DQ-04083;20 September 2021;OB0002;62;;RS DQLab;sell
DQ-04084;20 September 2021;OD0008;77;;RS DQLab;sell
DQ-04085;20 September 2021;OD0008;23;;RS DQLab;sell
DQ-04086;20 September 2021;OA0005;32;;RS DQLab;sell
DQ-04087;20 September 2021;OD0007;3;;RS DQLab;sell
DQ-04088;20 September 2021;OK0002;11;;RS DQLab;sell
DQ-04089;20 September 2021;OB0007;6;;RS DQLab;sell
DQ-04090;21 September 2021;OB0002;16;;RS DQLab;sell
DQ-04091;21 September 2021;OD0008;71;;RS DQLab;sell
DQ-04092;21 September 2021;OH0005;19;;RS DQLab;sell
DQ-04093;21 September 2021;OD0009;48;;RS DQLab;selll
DQ-04094;21 September 2021;OA0006;43;;RS DQLab;sell
DQ-04095;21 September 2021;OK0002;19;;RS DQLab;sell
DQ-04096;21 September 2021;OK0002;45;;RS DQLab;sell
DQ-04097;21 September 2021;OD0006;7;;RS DQLab;sell
DQ-04098;22 September 2021;OA0005;52;;RS DQLab;sell
DQ-04099;22 September 2021;OD0009;21;;RS DQLab;sell
DQ-04100;22 September 2021;OH0003;18;;RS DQLab;sell
DQ-04101;22 September 2021;OK0002;114;;RS DQLab;sell
DQ-04102;22 September 2021;OA0004;9;;RS DQLab;sell
DQ-04103;22 September 2021;OB0004;3;;RS DQLab;sell
DQ-04104;22 September 2021;OD0010;18;;RS DQLab;sell
DQ-04105;23 September 2021;OB0002;44;;RS DQLab;sell
DQ-04106;23 September 2021;OA0005;23;;RS DQLab;sell
DQ-04107;23 September 2021;OD0007;64;;RS DQLab;sell
DQ-04108;23 September 2021;OB0006;75;;RS DQLab;sell
DQ-04109;23 September 2021;OB0004;33;;RS DQLab;sell
DQ-04110;24 September 2021;OD0009;4;;RS DQLab;sell
DQ-04111;24 September 2021;OH0003;8;;RS DQLab;sell
DQ-04112;24 September 2021;OB0006;38;;RS DQLab;sell
DQ-04113;24 September 2021;OA0004;45;;RS DQLab;sell
DQ-04114;24 September 2021;OA0001;32;;RS DQLab;sell
DQ-04115;25 September 2021;OB0002;35;;RS DQLab;sell
DQ-04116;25 September 2021;OD0008;11;;RS DQLab;sell
DQ-04117;25 September 2021;OD0008;28;;RS DQLab;sell
DQ-04118;25 September 2021;OD0008;2;;RS DQLab;sell
DQ-04119;25 September 2021;OD0009;44;;RS DQLab;sell
DQ-04120;25 September 2021;OT0001;37;;RS DQLab;sell
DQ-04121;25 September 2021;OH0003;3;;RS DQLab;sell
DQ-04122;25 September 2021;OH0003;48;;RS DQLab;sell
DQ-04123;26 September 2021;OB0002;73;;RS DQLab;sell
DQ-04124;26 September 2021;OB0008;64;;RS DQLab;sell
DQ-04125;26 September 2021;OH0002;53;;RS DQLab;sell
DQ-04126;27 September 2021;OA0005;17;;RS DQLab;sell
DQ-04127;27 September 2021;OA0005;49;;RS DQLab;sell
DQ-04128;27 September 2021;OH0005;5;;RS DQLab;sell
DQ-04129;28 September 2021;OH0005;32;;RS DQLab;sell
DQ-04130;28 September 2021;OB0006;99;;RS DQLab;sell
DQ-04131;28 September 2021;OB0006;13;;RS DQLab;sell
DQ-04132;28 September 2021;OB0007;4;;RS DQLab;sell
DQ-04133;28 September 2021;OA0003;119;;RS DQLab;sell
DQ-04134;28 September 2021;OB0004;24;;RS DQLab;sell
DQ-04135;28 September 2021;OA0001;37;;RS DQLab;sell
DQ-04136;28 September 2021;OH0006;95;;RS DQLab;sell
DQ-04137;29 September 2021;OB0002;85;;RS DQLab;sell
DQ-04138;29 September 2021;OH0005;6;;RS DQLab;sell
DQ-04139;29 September 2021;OD0009;34;;RS DQLab;sell
DQ-04140;29 September 2021;OH0001;101;;RS DQLab;sell
DQ-04141;30 September 2021;OD0008;53;;RS DQLab;sell
DQ-04142;30 September 2021;OT0001;28;;RS DQLab;sell
DQ-04143;30 September 2021;OB0006;2;;RS DQLab;sell
DQ-04144;30 September 2021;OB0006;2;;RS DQLab;sell
DQ-04145;30 September 2021;OD0011;6;;RS DQLab;sell
DQ-04146;01 October 2021;OD0008;40;;RS DQLab;sell
DQ-04147;01 October 2021;OD0008;41;;RS DQLab;sell
DQ-04148;01 October 2021;OA0005;21;;RS DQLab;sell
DQ-04149;01 October 2021;OH0005;41;;RS DQLab;sell
DQ-04150;01 October 2021;OH0005;15;;RS DQLab;sell
DQ-04151;01 October 2021;OH0003;22;;RS DQLab;sell
DQ-04152;01 October 2021;OA0003;72;;RS DQLab;sell
DQ-04153;01 October 2021;OB0004;95;;RS DQLab;sell
DQ-04154;01 October 2021;OA0001;1000;DQLab-14;;buy
DQ-04155;01 October 2021;OA0003;2000;DQLab-02;;buy
DQ-04156;01 October 2021;OB0007;1000;DQLab-01;;buy
DQ-04157;01 October 2021;OB0008;1000;DQLab-02;;beli
DQ-04158;01 October 2021;OD0006;2000;DQLab16;;buy
DQ-04159;01 October 2021;OD0008;2000;;;buy
DQ-04160;01 October 2021;OD0009;1000;DQLab-11;;buy
DQ-04161;02 October 2021;OA0005;46;;RS DQLab;sell
DQ-04162;02 October 2021;OT0001;30;;RS DQLab;sell
DQ-04163;02 October 2021;OT0001;6;;RS DQLab;sell
DQ-04164;02 October 2021;OA0003;45;;RS DQLab;sell
DQ-04165;02 October 2021;OD0005;29;;RS DQLab;sell
DQ-04166;02 October 2021;OH0002;14;;RS DQLab;sell
DQ-04167;02 October 2021;OH0002;20;;RS DQLab;sell
DQ-04168;03 October 2021;OB0002;66;;RS DQLab;sell
DQ-04169;03 October 2021;OB0002;62;;RS DQLab;sell
DQ-04170;03 October 2021;OB0002;21;;RS DQLab;sell
DQ-04171;03 October 2021;OD0009;40;;RS DQLab;sell
DQ-04172;03 October 2021;OT0001;7;;RS DQLab;sell
DQ-04173;03 October 2021;OA0006;90;;RS DQLab;sell
DQ-04174;03 October 2021;OD0007;16;;RS DQLab;sell
DQ-04175;03 October 2021;OA0003;7;;RS DQLab;sell
DQ-04176;04 October 2021;OD0009;40;;RS DQLab;sell
DQ-04177;04 October 2021;OT0001;46;;RS DQLab;sell
DQ-04178;04 October 2021;OH0001;22;;RS DQLab;sell
DQ-04179;04 October 2021;OA0004;174;;RS DQLab;sell
DQ-04180;05 October 2021;OB0002;40;;RS DQLab;sell
DQ-04181;05 October 2021;OD0008;30;;RS DQLab;sell
DQ-04182;05 October 2021;OD0008;71;;RS DQLab;sell
DQ-04183;05 October 2021;OT0001;19;;RS DQLab;sell
DQ-04184;05 October 2021;OD0011;16;;RS DQLab;sell
DQ-04185;05 October 2021;OH0001;12;;RS DQLab;sell
DQ-04186;05 October 2021;OA0004;6;;RS DQLab;sell
DQ-04187;05 October 2021;OD0005;43;;RS DQLab;sell
DQ-04188;06 October 2021;OD0011;24;;RS DQLab;sell
DQ-04189;06 October 2021;OA0004;8;;RS DQLab;sell
DQ-04190;06 October 2021;OB0001;33;;RS DQLab;sell
DQ-04191;06 October 2021;OB0008;85;;RS DQLab;sell
DQ-04192;07 October 2021;OB0002;9;;RS DQLab;sell
